,atu,id,language,level_1,level_2,title
337,248,553,Danish,Animal Tales,Other Animals and Objects,Hunden og spurven
338,248,556,English,Animal Tales,Other Animals and Objects,The Dog and the Sparrow
339,248,558,German,Animal Tales,Other Animals and Objects,Der Hund und der Sperling
340,1387,560,Italian,Anecdotes and Jokes,Stories about Married Couples,Federico e Caterinella
341,1387,561,Spanish,Anecdotes and Jokes,Stories about Married Couples,Federico y Catalinita
342,1387,562,Danish,Anecdotes and Jokes,Stories about Married Couples,Frits og Lise
343,1387,563,Polish,Anecdotes and Jokes,Stories about Married Couples,Fryderyk i Katarzynka
344,1387,565,English,Anecdotes and Jokes,Stories about Married Couples,Frederick and Catherine
345,1387,567,German,Anecdotes and Jokes,Stories about Married Couples,Der Frieder und das Katherlieschen
346,567,570,Italian,Tales of Magic,Magic Objects,I due fratelli
347,567,571,Spanish,Tales of Magic,Magic Objects,Los dos hermanos
348,567,572,Danish,Tales of Magic,Magic Objects,De to brødre
349,567,573,Polish,Tales of Magic,Magic Objects,Dwaj Bracia
350,567,575,English,Tales of Magic,Magic Objects,The two brothers
351,567,577,German,Tales of Magic,Magic Objects,Die zwei Brüder
352,1535,580,Italian,Anecdotes and Jokes,Stories about a Man,Il contadinello
353,1535,581,Spanish,Anecdotes and Jokes,Stories about a Man,El destripaterrones
354,1535,582,Danish,Anecdotes and Jokes,Stories about a Man,Den lille bonde
355,1535,585,English,Anecdotes and Jokes,Stories about a Man,The little peasant
356,1535,587,German,Anecdotes and Jokes,Stories about a Man,Das Bürle
357,554,590,Italian,Tales of Magic,Supernatural Helpers,La regina delle api
358,554,591,Spanish,Tales of Magic,Supernatural Helpers,La reina de las abejas
359,554,592,Danish,Tales of Magic,Supernatural Helpers,Bidronningen
360,554,595,English,Tales of Magic,Supernatural Helpers,The queen bee
361,554,596,French,Tales of Magic,Supernatural Helpers,La reine des abeilles
362,554,597,German,Tales of Magic,Supernatural Helpers,Die Bienenkönigin
363,402,600,Italian,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Le tre piume
364,402,601,Spanish,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Las tres plumas
365,402,602,Danish,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,De tre fjer
366,402,605,English,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,The three feathers
367,402,606,French,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Les trois plumes
368,402,607,German,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Die drei Federn
369,571,610,Spanish,Tales of Magic,Magic Objects,La oca de oro
370,571,611,Danish,Tales of Magic,Magic Objects,Guldgåsen
371,571,614,English,Tales of Magic,Magic Objects,The golden goose
372,571,615,German,Tales of Magic,Magic Objects,Die goldene Gans
373,510,618,Italian,Tales of Magic,Supernatural Helpers,Dognipelo
374,510,619,Spanish,Tales of Magic,Supernatural Helpers,Bestia peluda
375,510,620,Danish,Tales of Magic,Supernatural Helpers,Tusindskind
376,510,623,English,Tales of Magic,Supernatural Helpers,All-kinds-of-fur
377,510,624,German,Tales of Magic,Supernatural Helpers,Allerleirauh
378,311,627,Italian,Tales of Magic,Supernatural Adversaries,La sposa del leprotto
379,311,628,Spanish,Tales of Magic,Supernatural Adversaries,La novia del conejillo
380,311,629,Danish,Tales of Magic,Supernatural Adversaries,Harebruden
381,311,632,French,Tales of Magic,Supernatural Adversaries,La fiancée du petit lapin
382,311,633,German,Tales of Magic,Supernatural Adversaries,Häsichenbraut
383,884,635,Italian,Realistic Tales,Proofs of Fidelity and Innocence,I dodici cacciatori
384,884,636,Spanish,Realistic Tales,Proofs of Fidelity and Innocence,Los doce cazadores
385,884,637,Danish,Realistic Tales,Proofs of Fidelity and Innocence,De tolv jægere
386,884,640,English,Realistic Tales,Proofs of Fidelity and Innocence,The twelve huntsmen
387,884,642,German,Realistic Tales,Proofs of Fidelity and Innocence,Die zwölf Jäger
388,325,644,Italian,Tales of Magic,Supernatural Adversaries,Il ladro e il suo maestro
389,325,645,Spanish,Tales of Magic,Supernatural Adversaries,El ladrón fullero y su maestro
390,325,646,Danish,Tales of Magic,Supernatural Adversaries,Lærling og mester
391,325,649,English,Tales of Magic,Supernatural Adversaries,The thief and his master
392,325,650,German,Tales of Magic,Supernatural Adversaries,Der Gaudieb und sein Meister
393,405,653,Italian,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Jorinda e Joringhello
394,405,654,Spanish,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Yorinda y Yoringuel
395,405,655,Danish,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Jorinde og Joringel
396,405,658,English,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Jorinda and Joringel
397,405,659,French,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Jorinde et Joringel
398,405,660,German,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Jorinde und Joringel
399,1650,663,Italian,Anecdotes and Jokes,Stories about a Man,I tre figli della fortuna
400,1650,664,Spanish,Anecdotes and Jokes,Stories about a Man,Los tres favoritos de la fortuna
401,1650,665,Danish,Anecdotes and Jokes,Stories about a Man,De tre lykkebørn
402,1650,668,English,Anecdotes and Jokes,Stories about a Man,The three children of fortune
403,1650,669,French,Anecdotes and Jokes,Stories about a Man,Les trois enfants gâtés de la fortune
404,1650,670,German,Anecdotes and Jokes,Stories about a Man,Die drei Glückskinder
405,513,673,Italian,Tales of Magic,Supernatural Helpers,I sei che si fanno strada per il mondo
406,513,674,Spanish,Tales of Magic,Supernatural Helpers,Seis que salen de todo
407,513,675,Danish,Tales of Magic,Supernatural Helpers,"Historien om seks, der kommer gennem hele verden"
408,513,677,English,Tales of Magic,Supernatural Helpers,Six soldiers of fortune
409,513,678,French,Tales of Magic,Supernatural Helpers,Les six compagnons qui viennent à bout de tout
410,513,679,German,Tales of Magic,Supernatural Helpers,Sechse kommen durch die ganze Welt
411,157,682,Spanish,Animal Tales,Wild Animals and Humans,El lobo y el hombre
412,157,683,Danish,Animal Tales,Wild Animals and Humans,Ulven og mennesket
413,157,686,English,Animal Tales,Wild Animals and Humans,The wolf and the man
414,157,687,German,Animal Tales,Wild Animals and Humans,Der Wolf und der Mensch
415,41,690,Italian,Animal Tales,Wild Animals,Il lupo e la volpe
416,41,691,Spanish,Animal Tales,Wild Animals,El lobo y la zorra
417,41,692,Danish,Animal Tales,Wild Animals,Ulven og ræven
418,41,693,Polish,Animal Tales,Wild Animals,Wilk i lis
419,41,695,English,Animal Tales,Wild Animals,The wolf and the fox
420,41,697,German,Animal Tales,Wild Animals,Der Wolf und der Fuchs
421,4,700,Italian,Animal Tales,Wild Animals,La volpe e la comare
422,4,701,Spanish,Animal Tales,Wild Animals,El zorro y su comadre
423,4,702,Danish,Animal Tales,Wild Animals,Ræven og fru Ulv
424,4,705,English,Animal Tales,Wild Animals,Gossip wolf and the fox
425,4,707,German,Animal Tales,Wild Animals,Der Fuchs und die Frau Gevatterin
426,105,710,Italian,Animal Tales,Wild Animals and Domestic Animals,La volpe e il gatto
427,105,711,Spanish,Animal Tales,Wild Animals and Domestic Animals,La zorra y el gato
428,105,712,Danish,Animal Tales,Wild Animals and Domestic Animals,Ræven og katten
429,105,715,English,Animal Tales,Wild Animals and Domestic Animals,The fox and the cat
430,105,716,French,Animal Tales,Wild Animals and Domestic Animals,Le renard et le chat
431,105,717,German,Animal Tales,Wild Animals and Domestic Animals,Der Fuchs und die Katze
432,652,720,Italian,Tales of Magic,Supernatural Power or Knowledge,Il garofano
433,652,721,Spanish,Tales of Magic,Supernatural Power or Knowledge,El clavel
434,652,722,Danish,Tales of Magic,Supernatural Power or Knowledge,Nelliken
435,652,725,Polish,Tales of Magic,Supernatural Power or Knowledge,The pink
436,652,726,German,Tales of Magic,Supernatural Power or Knowledge,Die Nelke
437,1741,729,Italian,Anecdotes and Jokes,Jokes about Clergymen and Religious Figures,La saggia Ghita
438,1741,730,Spanish,Anecdotes and Jokes,Jokes about Clergymen and Religious Figures,La pícara cocinera
439,1741,731,Danish,Anecdotes and Jokes,Jokes about Clergymen and Religious Figures,Den kloge Grete
440,1741,734,English,Anecdotes and Jokes,Jokes about Clergymen and Religious Figures,Clever Grethel
441,1741,736,German,Anecdotes and Jokes,Jokes about Clergymen and Religious Figures,Das kluge Gretel
442,UNKNOWN,739,Italian,UNKNOWN,UNKNOWN,Il vecchio nonno e il nipotino
443,UNKNOWN,740,Spanish,UNKNOWN,UNKNOWN,El abuelo y el nieto
444,UNKNOWN,741,Danish,UNKNOWN,UNKNOWN,Bedstefaderen og sønnesønnen
445,UNKNOWN,742,Polish,UNKNOWN,UNKNOWN,Stary Dziadek i jego Wnuk
446,UNKNOWN,744,Polish,UNKNOWN,UNKNOWN,The old man and his grandson
447,UNKNOWN,745,French,UNKNOWN,UNKNOWN,Le vieux grand-père et son petit-fils
448,UNKNOWN,746,German,UNKNOWN,UNKNOWN,Der alte Grossvater und der Enkel
449,313,749,Spanish,Tales of Magic,Supernatural Adversaries,La ondina
450,313,750,Danish,Tales of Magic,Supernatural Adversaries,Havfruen
451,313,753,Polish,Tales of Magic,Supernatural Adversaries,The water-nix
452,313,754,French,Tales of Magic,Supernatural Adversaries,La nixe ou la dame des eaux
453,313,755,German,Tales of Magic,Supernatural Adversaries,Die Wassernixe
454,2021,758,Italian,Formula Tales,Cumulative Tales,La morte della gallinella
455,2021,759,Spanish,Formula Tales,Cumulative Tales,La muerte de la gallinita
456,2021,760,Danish,Formula Tales,Cumulative Tales,Om hønens død
457,2021,761,Polish,Formula Tales,Cumulative Tales,O Śmierci Kurki
458,2021,763,English,Formula Tales,Cumulative Tales,The death of the little hen
459,2021,765,German,Formula Tales,Cumulative Tales,Von dem Tode des Hühnchens
460,UNKNOWN,768,Italian,UNKNOWN,UNKNOWN,Il Buontempone
461,UNKNOWN,769,Spanish,UNKNOWN,UNKNOWN,Hermano Alegre
462,UNKNOWN,770,Danish,UNKNOWN,UNKNOWN,Bror Lystig
463,UNKNOWN,771,Polish,UNKNOWN,UNKNOWN,Brat Wesołek
464,UNKNOWN,773,English,UNKNOWN,UNKNOWN,Brother Lustig
465,UNKNOWN,775,German,UNKNOWN,UNKNOWN,Bruder Lustig
466,UNKNOWN,778,Italian,UNKNOWN,UNKNOWN,Il Giocatutto
467,UNKNOWN,779,Spanish,UNKNOWN,UNKNOWN,El jugador
468,UNKNOWN,780,Danish,UNKNOWN,UNKNOWN,Spillehans
469,UNKNOWN,783,English,UNKNOWN,UNKNOWN,Gambling Hansel
470,UNKNOWN,785,German,UNKNOWN,UNKNOWN,Der Spielhansl
471,1415,788,Italian,Anecdotes and Jokes,Stories about Married Couples,La fortuna di Gianni
472,1415,789,Spanish,Anecdotes and Jokes,Stories about Married Couples,Juan con suerte
473,1415,790,Danish,Anecdotes and Jokes,Stories about Married Couples,Lykkehans
474,1415,793,English,Anecdotes and Jokes,Stories about Married Couples,Hans in luck
475,1415,794,French,Anecdotes and Jokes,Stories about Married Couples,Jean le chanceux
476,1415,795,German,Anecdotes and Jokes,Stories about Married Couples,Hans im Glück
477,UNKNOWN,798,Italian,UNKNOWN,UNKNOWN,Gianni si sposa
478,UNKNOWN,799,Spanish,UNKNOWN,UNKNOWN,Juan se casa
479,UNKNOWN,800,Danish,UNKNOWN,UNKNOWN,Hans gifter sig
480,UNKNOWN,803,English,UNKNOWN,UNKNOWN,Hans married
481,UNKNOWN,805,German,UNKNOWN,UNKNOWN,Hans heiratet
482,555,808,Spanish,Tales of Magic,Supernatural Helpers,Los niños de oro
483,555,809,Danish,Tales of Magic,Supernatural Helpers,Guldbørnene
484,555,812,English,Tales of Magic,Supernatural Helpers,The gold-children
485,555,813,German,Tales of Magic,Supernatural Helpers,Die Goldkinder
486,UNKNOWN,816,Italian,UNKNOWN,UNKNOWN,La volpe e le oche
487,UNKNOWN,817,Spanish,UNKNOWN,UNKNOWN,La zorra y los gansos
488,UNKNOWN,818,Danish,UNKNOWN,UNKNOWN,Ræven og gæssene
489,UNKNOWN,821,English,UNKNOWN,UNKNOWN,The fox and the geese
490,UNKNOWN,822,French,UNKNOWN,UNKNOWN,Le renard et les oies
491,UNKNOWN,823,German,UNKNOWN,UNKNOWN,Der Fuchs und die Gänse
492,UNKNOWN,826,Italian,UNKNOWN,UNKNOWN,Il ricco e il povero
493,UNKNOWN,827,Spanish,UNKNOWN,UNKNOWN,El pobre y el rico
494,UNKNOWN,828,Danish,UNKNOWN,UNKNOWN,Den fattige og den rige mand
495,UNKNOWN,829,Polish,UNKNOWN,UNKNOWN,Biedak i Bogacz
496,UNKNOWN,831,English,UNKNOWN,UNKNOWN,The poor man and the rich man
497,UNKNOWN,832,French,UNKNOWN,UNKNOWN,Le pauvre et le riche
498,UNKNOWN,833,German,UNKNOWN,UNKNOWN,Der Arme und der Reiche
499,UNKNOWN,836,Spanish,UNKNOWN,UNKNOWN,La alondra cantarina y saltarina
500,UNKNOWN,837,Danish,UNKNOWN,UNKNOWN,Den syngende og hoppende lærke
501,UNKNOWN,838,Polish,UNKNOWN,UNKNOWN,"Śpiewający, skaczący skowronek"
502,UNKNOWN,840,English,UNKNOWN,UNKNOWN,"The singing, springing lark"
503,UNKNOWN,841,French,UNKNOWN,UNKNOWN,La fauvette-qui-saute-et-qui-chante
504,UNKNOWN,842,German,UNKNOWN,UNKNOWN,"Das singende, springende Löweneckerchen"
505,533,845,Italian,Tales of Magic,Supernatural Helpers,La piccola guardiana di oche
506,533,846,Spanish,Tales of Magic,Supernatural Helpers,La pastora de ocas
507,533,847,Danish,Tales of Magic,Supernatural Helpers,Gåsepigen
508,533,848,Polish,Tales of Magic,Supernatural Helpers,Gęsiareczka
509,533,850,English,Tales of Magic,Supernatural Helpers,The goose girl
510,533,851,German,Tales of Magic,Supernatural Helpers,Die Gänsemagd
511,650,854,Italian,Tales of Magic,Supernatural Power or Knowledge,Il giovane gigante
512,650,855,Spanish,Tales of Magic,Supernatural Power or Knowledge,El joven gigante
513,650,856,Danish,Tales of Magic,Supernatural Power or Knowledge,Den unge kæmpe
514,650,857,Polish,Tales of Magic,Supernatural Power or Knowledge,Młody olbrzym
515,650,859,English,Tales of Magic,Supernatural Power or Knowledge,The young giant
516,650,860,French,Tales of Magic,Supernatural Power or Knowledge,Le jeune géant
517,650,861,German,Tales of Magic,Supernatural Power or Knowledge,Der junge Riese
518,UNKNOWN,864,Italian,UNKNOWN,UNKNOWN,Lo gnomo
519,UNKNOWN,865,Spanish,UNKNOWN,UNKNOWN,El gnomo
520,UNKNOWN,866,Danish,UNKNOWN,UNKNOWN,Den underjordiske
521,UNKNOWN,869,English,UNKNOWN,UNKNOWN,The gnome
522,UNKNOWN,871,German,UNKNOWN,UNKNOWN,Das Erdmännchen
523,810,874,Spanish,Religious Tales,The Devil,El rey de la montaña de oro
524,810,875,Danish,Religious Tales,The Devil,Kongen af det gyldne bjerg
525,810,876,Polish,Religious Tales,The Devil,Król na Złotej Górze
526,810,878,English,Religious Tales,The Devil,The king of the golden mountain
527,810,879,German,Religious Tales,The Devil,Der König vom goldenen Berg
528,401,882,Italian,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Il corvo
529,401,883,Spanish,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,El cuervo
530,401,884,Danish,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Ravnen
531,401,887,English,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,The raven
532,401,889,German,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Die Rabe
533,875,892,Italian,Realistic Tales,The Woman Marries the Prince,La figlia furba del contadino
534,875,893,Spanish,Realistic Tales,The Woman Marries the Prince,La campesina prudente
535,875,894,Danish,Realistic Tales,The Woman Marries the Prince,Den kloge bondepige
536,875,897,German,Realistic Tales,The Woman Marries the Prince,Die kluge Bauerntochter
537,UNKNOWN,900,Italian,UNKNOWN,UNKNOWN,Il vecchio Ildebrando
538,UNKNOWN,901,Spanish,UNKNOWN,UNKNOWN,El viejo Hildebrando
539,UNKNOWN,902,Danish,UNKNOWN,UNKNOWN,Den gamle Hildebrand
540,UNKNOWN,905,English,UNKNOWN,UNKNOWN,Old Hildebrand
541,UNKNOWN,907,German,UNKNOWN,UNKNOWN,Der alte Hildebrand
542,707,910,Italian,Tales of Magic,Other Tales of the Supernatural,I tre uccelli
543,707,911,Spanish,Tales of Magic,Other Tales of the Supernatural,Los tres pajarillos
544,707,912,Danish,Tales of Magic,Other Tales of the Supernatural,De tre små fugle
545,707,915,English,Tales of Magic,Other Tales of the Supernatural,The three little birds
546,707,917,German,Tales of Magic,Other Tales of the Supernatural,Die drei Vögelchen
547,551,920,Spanish,Tales of Magic,Supernatural Helpers,El agua de la vida
548,551,921,Danish,Tales of Magic,Supernatural Helpers,Livsens vand
549,551,922,Polish,Tales of Magic,Supernatural Helpers,Woda życia
550,551,924,English,Tales of Magic,Supernatural Helpers,The water of life
551,551,925,German,Tales of Magic,Supernatural Helpers,Das Wasser des Lebens
552,1641,928,Italian,Anecdotes and Jokes,Stories about a Man,Il dottor Satutto
553,1641,929,Spanish,Anecdotes and Jokes,Stories about a Man,El doctor Sabelotodo
554,1641,930,Danish,Anecdotes and Jokes,Stories about a Man,Doktor Alvidende
555,1641,933,English,Anecdotes and Jokes,Stories about a Man,Doctor Know-all
556,1641,935,German,Anecdotes and Jokes,Stories about a Man,Doktor Allwissend
557,331,938,Italian,Tales of Magic,Supernatural Adversaries,Lo spirito nella bottiglia
558,331,939,Spanish,Tales of Magic,Supernatural Adversaries,El espíritu embotellado
559,331,940,Danish,Tales of Magic,Supernatural Adversaries,Ånden i flasken
560,331,941,Polish,Tales of Magic,Supernatural Adversaries,Duch w butelce
561,331,943,English,Tales of Magic,Supernatural Adversaries,The spirit in the glass bottle
562,331,944,German,Tales of Magic,Supernatural Adversaries,Der Geist im Glas
563,UNKNOWN,947,Italian,UNKNOWN,UNKNOWN,Il fuligginoso fratello del diavolo
564,UNKNOWN,948,Spanish,UNKNOWN,UNKNOWN,El mugriento hermano del diablo
